******************************************************** DEPRECATED ITKs REPORT ************************************
Artifact type,Deprecated Artifact,Header File,Replacement Artifact,Deprecated In,Removal Targeted In
TcSoaCore,Datamanagement,Teamcenter::Services::Core::_2016_05::Datamanagement::generateContextSpecificIDs,Use the generateContextSpecificIDs2 operation from _2016_05 the namespace.,12.4,2712
TcSoaCore,Logicalobject,Teamcenter::Services::Core::_2017_11::Logicalobject::getLogicalObjects,Use the getLogicalObjects2 operation from the _2018_06 namespace.,11.5,2712
TcSoaCore,Datamanagement,Teamcenter::Services::Core::_2018_06::Datamanagement::createObjectsInBulkAndRelate,Use the createObjects operation from the _2008_06 namespace.,12.2,2712
TcSoaDocumentmanagement,Digitalsignature,Teamcenter::Services::Documentmanagement::_2010_04::Digitalsignature::digitalSigningSave,There is no replacement for this operation.,10.1,2712
TcSoaImportexport,Fileimportexport,Teamcenter::Services::Importexport::_2008_06::Fileimportexport::getExportTemplates,Use the getExportTemplates operation from the _2011_06 namespace.,9,2712
TcSoaIssuemanagement,Issuemanagement,Teamcenter::Services::Issuemanagement::_2009_06::Issuemanagement::reviewIssues,Use the castReviewDecisionOnIssues operation from the _2011_06 namespace.,9,2712
TcSoaManufacturing,Structuremanagement,Teamcenter::Services::Manufacturing::_2009_06::Structuremanagement::getStructureContextTopLines,Use the getStructureContextLines operation from the _2009_10 namespace.,8.1,2712
TcSoaManufacturing,Importexport,Teamcenter::Services::Manufacturing::_2010_09::Importexport::importManufaturingFeatures,Use the importManufaturingFeatures operation from the _2012_09 namespace.,10.1,2712
TcSoaManufacturing,Importexport,Teamcenter::Services::Manufacturing::_2013_05::Importexport::importManufacturingFeatures,Use the importManufacturingFeatures operation from the _2016_03 namespace.,10.1.6,2712
TcSoaProductionmanagement,Engineeringdataquery,Teamcenter::Services::Productionmanagement::_2007_06::Engineeringdataquery::getEngineeringDataFromRoutine,Use the getEngineeringDataFromRoutine2 operation from the _2007_12 namespace.,7.1.2,2712
TcSoaProductionmanagement,Engineeringdataquery,Teamcenter::Services::Productionmanagement::_2007_06::Engineeringdataquery::getFeatureAttributeDataOfCluster,Use the getFeatureAttributeDataOfCluster2 operation from the _2007_12 namespace.,7.1.2,2712
TcSoaProductionmanagement,Engineeringdataquery,Teamcenter::Services::Productionmanagement::_2007_12::Engineeringdataquery::getEngineeringDataFromRoutine2,Use the getEngineeringDataFromRoutine3 operation from the _2008_03 namespace.,7.1.3,2712
TcSoaProjectmanagement,Schedulemanagement,Teamcenter::Services::Projectmanagement::_2009_10::Schedulemanagement::updateTasks,Use the updateTasks operation from the _2012_02 namespace.,9.1,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2006_03::Savedquery::executeSavedQuery,Use the executeSavedQueries operation from the _2007_06 namespace.,7,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2007_01::Savedquery::deleteQueryCriterias,Use the deleteObjects operation.,8.1,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2007_01::Savedquery::reorderSavedQueryCriterias,There is no replacement for this operation.,8.1,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2007_01::Savedquery::retrieveQueryCriterias,Use the retrieveSearchCriteria operation from  the _2007_06 namespace.,7.1,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2007_01::Savedquery::saveQueryCriterias,Use the saveSearchCriteria operation from the _2007_06 namespace.,7.1,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2007_06::Savedquery::saveSearchCriteria,Use the createObjects on a SavedSearch business object.,8.1,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2007_09::Savedquery::executeSavedQueries,Use the executeSavedQueries operation from the _2008_06 namespace.,8,2712
TcSoaQuery,Finder,Teamcenter::Services::Query::_2012_10::Finder::performSearch,Use the performSearch operation from the _2014_11 namespace.,9.1.3,2712
TcSoaQuery,Savedquery,Teamcenter::Services::Query::_2018_11::Savedquery::executeBOQueriesWithContext,Use the  executeBOQueriesWithSortAndContext operation from the _2007_09 namespace.,12.4,2712
TcSoaReports,Crfreports,Teamcenter::Services::Reports::_2007_01::Crfreports::getReportDefinitions,Use the getReportDefinitions operation from the _2008_06 namespace.,8,2712
TcSoaStructuremanagement,Structuresearch,Teamcenter::Services::Structuremanagement::_2008_05::Structuresearch::startSearch,Use the startSearch opertaion from the _2010_04 namespace.,8.2,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2008_06::Structure::duplicate,Use the cloneStructure operation from the _2014_10 namespace.,13.1,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2008_06::Structure::expandOrUpdateDuplicateItems,Use the cloneStructureExpandOrUpdate operation from the _2014_10 namespace.,13.1,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2008_06::Structure::validateStructureItemIds,Use the validateStructureItemIds3 operation from the _2011_06 namespace.,13.1,2712
TcSoaStructuremanagement,Structureverification,Teamcenter::Services::Structuremanagement::_2008_12::Structureverification::accountabilityCheck,Use the accountabilityCheck operation from the _2010_09 namespace.,8.3,2712
TcSoaStructuremanagement,Structuresearch,Teamcenter::Services::Structuremanagement::_2010_04::Structuresearch::startSearch,Use the startSearch operation from the _2010_05 namespace.,8.3,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2010_09::Structure::duplicate2,Use the cloneStructure operation from the _2014_10 namespace.,13.1,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2010_09::Structure::expandOrUpdateDuplicateItems2,Use the cloneStructureExpandOrUpdate operation from the _2014_10 namespace.,13.1,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2010_09::Structure::validateStructureItemIds2,Use the validateStructureItemIds3 operation from the _2011_06 namespace.,13.1,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2011_06::Structure::duplicate3,Use the cloneStructure operation from the _2014_10 namespace.,13.1,2712
TcSoaStructuremanagement,Structure,Teamcenter::Services::Structuremanagement::_2011_06::Structure::expandOrUpdateDuplicateItems3,Use the cloneStructureExpandOrUpdate operation from the _2014_10 namespace.,13.1,2712
TcSoaStructuremanagement,Variantmanagement,Teamcenter::Services::Structuremanagement::_2013_05::Variantmanagement::applyBOMVariantRules,Use the applyBOMVariantRules2 operation from the _2019_06 namespace.,12.2,2712
TcSoaStructuremanagement,Variantmanagement,Teamcenter::Services::Structuremanagement::_2013_05::Variantmanagement::getBOMVariantRules,Use the getBOMVariantRules2 operation from the _2019_06 namespace.,12.2,2712
TcSoaStructuremanagement,Variantmanagement,Teamcenter::Services::Structuremanagement::_2013_05::Variantmanagement::setBOMVariantRules,Use the setBOMVariantRules2 operation from the _2019_06 namespace.,12.2,2712
TcSoaStructuremanagement,Effectivity,Teamcenter::Services::Structuremanagement::_2021_06::Effectivity::getEffectivities,DEPRECATED. SEE SUPPORT ANNOUNCEMENT 2512.,2512,2912
TcSoaSvcrequest,Servicerequest,Teamcenter::Services::Svcrequest::_2010_04::Servicerequest::delegateRequestedActivity,Use the delegateRequestedActivity2 operation from the _2010_04 namespace.,10,2712
TcSoaSvcrequest,Servicerequest,Teamcenter::Services::Svcrequest::_2010_04::Servicerequest::qualifyActivity,Use the qualifyActivity2 operation from the _2010_04 namespace.,10,2712
TcSoaSystemsengineering,Functionalmodeling,Teamcenter::Services::Systemsengineering::_2011_06::Functionalmodeling::deleteFunctionStructure,There is no replacement.,2506,2712
TcSoaTranslation,Translationmanagement,Teamcenter::Services::Translation::_2007_06::Translationmanagement::createTranslationRequest,Use the createTranslationRequest operation from the DispatcherManagement service in the Core library.,8,2712
TcSoaVendormanagement,Vendormanagement,Teamcenter::Services::Vendormanagement::_2007_06::Vendormanagement::createOrUpdateLineItems,Use the createOrUpdateLineItemsWithType operation.,8,2712
TcSoaVendormanagement,Vendormanagement,Teamcenter::Services::Vendormanagement::_2007_06::Vendormanagement::createOrUpdateVendors,Use the addRemoveVendorRoles operation.,10,2712
TcSoaVendormanagement,Vendormanagement,Teamcenter::Services::Vendormanagement::_2007_06::Vendormanagement::deleteVendorRoles,Use the addRemoveVendorRoles operation.,10,2712
TcSoaVisualization,Structuremanagement,Teamcenter::Services::Visualization::_2013_05::Structuremanagement::createVisSCsFromBOMs,Use the createVisSCsFromBOMsWithOptions operation from the _2013_12 namespace.,10.1.1,2712
TcSoaWorkflow,Workflow,Teamcenter::Services::Workflow::_2008_06::Workflow::getWorkflowTemplates,Use the getWorkflowTemplates operation from the _2013_05 namespace.,10.1,2712
TcSoaWorkflow,Workflow,Teamcenter::Services::Workflow::_2008_06::Workflow::performAction,Use the performAction3 operation from the _2014_06 namespace.,10.1.3,2712
TcSoaWorkflow,Workflow,Teamcenter::Services::Workflow::_2012_10::Workflow::performAction2,Use the performAction3 operation from the _2014_06 namespace.,10.1.3,2712
TcSoaWorkflow,Workflow,Teamcenter::Services::Workflow::_2014_06::Workflow::performActionWithSignature,Use the performAction3 operation from the _2014_06 namespace.,10.1.3,2712
Tm0SoaTestmanagement,Instancemanagement,Tm0::Services::Testmanagement::_2014_06::Instancemanagement::createTestInstances,There is no replacement for this operation.,10.1.3,2712
Tm0SoaTestmanagement,Instancemanagement,Tm0::Services::Testmanagement::_2014_06::Instancemanagement::createTestInstancesFromTemplate,There is no replacement for this operation.,10.1.3,2712
Tm0SoaTestmanagement,Instancemanagement,Tm0::Services::Testmanagement::_2014_06::Instancemanagement::editTestInstances,There is no replacement for this operation.,10.1.3,2712
Uml0SoaUmlsysml,Umlsysml,Uml0::Services::Umlsysml::_2017_11::Umlsysml::getModelElements1,this operation has been deprecated and will not be supported anymore. Use getModelElements2 which is replacement of this operation. ,2312,2712
Uml0SoaUmlsysml,Umlsysml,Uml0::Services::Umlsysml::_2017_11::Umlsysml::updateModelElements2,this operation has been deprecated and will not be supported anymore. Use updateModelElements3 which is replacements of this operation.,2312,2712
Uml0SoaUmlsysml,Umlsysml,Uml0::Services::Umlsysml::_2018_12::Umlsysml::getModelElements2,As of Teamcenter 2406  this operation has been deprecated and will not be supported anymore. Use importCollection which is replacements of this operation.,2406,2712
Uml0SoaUmlsysml,Umlsysml,Uml0::Services::Umlsysml::_2018_12::Umlsysml::updateModelElements3,As of Teamcenter 2406  this operation has been deprecated and will not be supported anymore. Use exportCollection which is replacements of this operation.,2406,2712




******************************************************** OBSOLETED ITKs REPORT ************************************

Artifact Type,Obsoleted Artifact,Header File,Library, Replacement Artifact,Deprecated In,Obsoleted In
ITK function,AOM_UIF_ask_values,tccore/aom_prop.h,libtccore,AOM_ask_displayable_values,11.1,2312
ITK function,AOM_bulk_save_instances,tccore/aom.h,libtccore,AOM_bulk_save_instances_partial_errors,11.2,2312
ITK function,APPR_ask_all_attr_values,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_appr_root,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_list,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_mapping,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_mapping_as_string,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_mappings,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_name,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_value,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_attr_values,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_component_bom_view,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_component_item,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_is_valid,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_mapping_external,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_named_attr_values,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_occurrence,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_parent,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_transform,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_validity_dates,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_validity_max_date,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_validity_max_unit_no,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_validity_min_date,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_validity_min_unit_no,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_ask_validity_unit_nos,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_create_attr_mapping,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_create_import_updater,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_create_incr_updater,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_create_pre_release_updater,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_create_updater,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_create_working_updater,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_define_attr,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_delete_instances_of_attr,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_extent,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_find_attr,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_find_attr_mapping,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_process_import_updates,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_ask_bom_view,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_ask_config_context,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_ask_config_mode,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_ask_revision_rule,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_ask_root_item,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_ask_root_item_info,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_create,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_delete,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_extent,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_root_extent_approx_rr,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_set_attr_mapping,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_set_attr_value,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,APPR_set_mapping_external,appr/appr.h,libappr,No replacement,13.1,2312
ITK function,ATTRMAP_resolve_mapped_objects_with_ir,property/attrmap.h,libproperty,ATTRMAP_resolve_mapping2,13.3,2312
ITK function,ATTRMAP_resolve_mapping,property/attrmap.h,libproperty,ATTRMAP_resolve_mapping2,13.3,2312
ITK function,ATTRMAP_resolve_mapping_with_ir,property/attrmap.h,libproperty,ATTRMAP_resolve_mapping2,13.3,2312
ITK function,ATTRMAP_resolve_mappings,property/attrmap.h,libproperty,ATTRMAP_resolve_mappings2,13.3,2312
Macro,BMF_USER_bom_clone_process_cloned_structure_msg,bom/bomclone_user_exit_msg.h,libbom,BMF_USER_bomline_process_cloned_structure_msg,12.3,2312
API,BOM_attribute_mode_t,bom/bom_attr.h,libbom,PROP_value_type_t,13.2,2312
ITK function,BOM_line_ask_attribute_double,bom/bom.h,libbom,AOM_ask_value_double,13.2,2312
ITK function,BOM_line_ask_attribute_int,bom/bom.h,libbom,AOM_ask_value_int,13.2,2312
ITK function,BOM_line_ask_attribute_logical,bom/bom.h,libbom,AOM_ask_value_logical,13.2,2312
ITK function,BOM_line_ask_attribute_mode,bom/bom.h,libbom,AOM_ask_value_type,13.2,2312
ITK function,BOM_line_ask_attribute_name,bom/bom.h,libbom,PROPDESC_ask_name,13.2,2312
ITK function,BOM_line_ask_attribute_ro,bom/bom.h,libbom,AOM_is_modifiable,13.2,2312
ITK function,BOM_line_ask_attribute_string,bom/bom.h,libbom,AOM_ask_displayable_values,13.2,2312
ITK function,BOM_line_ask_attribute_tag,bom/bom.h,libbom,AOM_ask_value_tag,13.2,2312
ITK function,BOM_line_ask_attribute_uname,bom/bom.h,libbom,PROPDESC_ask_name,13.2,2312
ITK function,BOM_line_list_attributes,bom/bom.h,libbom,TCTYPE_list_properties,13.2,2312
ITK function,BOM_line_look_up_attribute,bom/bom.h,libbom,TCTYPE_ask_property_by_name,13.2,2312
ITK function,BOM_line_set_attribute_double,bom/bom.h,libbom,AOM_set_value_double,13.2,2312
ITK function,BOM_line_set_attribute_int,bom/bom.h,libbom,AOM_set_value_int,13.2,2312
ITK function,BOM_line_set_attribute_logical,bom/bom.h,libbom,AOM_set_value_logical,13.2,2312
ITK function,BOM_line_set_attribute_string,bom/bom.h,libbom,AOM_UIF_set_value,13.2,2312
ITK function,BOM_line_set_attribute_tag,bom/bom.h,libbom,AOM_set_value_tag,13.2,2312
Macro,BOM_occ_removed_from_other_session,bom/bom_errors.h,libbom,PS_occ_removed_from_other_session,13.2,2312
ITK function,BOM_publishlink_find_source_in_window,bom/bom.h,libbom,BOM_publishlink_find_sources_in_window,11.2.3,2312
ITK function,CAE_execute_simulation_tool_launch_with_user_staging_dir,cae/cae_itk.h,libcae,CAE_execute_simulation_tool_launch_with_hpc_connection_obj,14.3,2512
ITK function,CAE_launch_simulation_tool_asynchronous,cae/cae_itk.h,libcae,CAE_execute_simulation_tool_launch_with_user_staging_dir,13.2,2312
Macro,CFG_active_constraint_type_filter_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_active_constraint_type_filter_key,11.5,2312
Macro,CFG_active_intent_filter_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_active_intent_filter_key,11.5,2312
Macro,CFG_apply_config_constraints_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_apply_config_constraints_key,11.5,2312
Macro,CFG_apply_defaults_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_apply_defaults_key,11.5,2312
Macro,CFG_compute_all_problems_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_compute_all_problems_key,11.5,2312
Macro,CFG_compute_range_for_freeform_family_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_compute_range_for_freeform_family_key,11.5,2312
Macro,CFG_consider_low_severity_rules_for_expansion_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_consider_low_severity_rules_for_expansion_key,11.5,2312
Macro,CFG_get_all_available_values_per_family_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_get_all_available_values_per_family_key,11.5,2312
Macro,CFG_min_error_severity_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_min_error_severity_key,11.5,2312
Macro,CFG_min_report_severity_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_min_report_severity_key,11.5,2312
Macro,CFG_passive_constraint_type_filter_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_passive_constraint_type_filter_key,11.5,2312
Macro,CFG_passive_intent_filter_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_passive_intent_filter_key,11.5,2312
Macro,CFG_prefer_empty_value_for_discretionary_family_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_prefer_empty_value_for_discretionary_family_key,11.5,2312
Macro,CFG_process_complete_validation_range_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_process_complete_validation_range_key,11.5,2312
Macro,CFG_report_violation_for_mutually_exclusive_constraint_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_report_violtn_for_mutually_excl_constraint_key,11.5,2312
Macro,CFG_resolve_to_positive_enumerations_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_resolve_to_positive_enumerations_key,11.5,2312
Macro,CFG_skip_criteria_updates_based_on_validation_rules_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_skip_criteria_updt_based_on_validation_rules_key,11.5,2312
Macro,CFG_skip_solution_severity_processing_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_skip_solution_severity_processing_key,11.5,2312
Macro,CFG_validate_and_skip_violation_minimization_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_validate_and_skip_violation_minimization_key,11.5,2312
Macro,CFG_validate_without_expand_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_validate_without_expand_key,11.5,2312
Macro,CFG_violation_computation_timeout_key,booleanmath/cfg_tokens.h,libbooleanmath,CFG_PROFILE_violation_computation_timeout_key,11.5,2312
ITK function,CFM_effectivity_ask_date_ranges,cfm/cfm.h,libcfm,PS_occ_eff_ask_date_range,12.3,2312
ITK function,CFM_effectivity_ask_id,cfm/cfm.h,libcfm,PS_occ_eff_ask_id,12.3,2312
ITK function,CFM_effectivity_create,cfm/cfm.h,libcfm,PS_occ_eff_create,12.3,2312
ITK function,CFM_effectivity_find,cfm/cfm.h,libcfm,CFM_find_effectivities,12.3,2312
ITK function,CFM_effectivity_set_date_ranges,cfm/cfm.h,libcfm,PS_occ_eff_set_date_range,12.3,2312
ITK function,CFM_effectivity_set_id,cfm/cfm.h,libcfm,PS_occ_eff_set_id,12.3,2312
Macro,CFM_multiple_revs_one_status,cfm/cfm_errors.h,libcfm,No replacement,13.1,2312
Macro,CM_multiple_ecn_for_change_space,cm/cm_errors.h,libcm,CM_multiple_ecn_for_pom_space,11.2.3,2312
Macro,CPD0CD_cannot_perform_realization_with_var_data,cpd0cd/Cpd0cd_errors.h,libcpd0cd,RLZ0REALIZATION_cannot_perform_realization_with_var_data,11.3,2312
Macro,CPD0CD_source_has_quantity_value,cpd0cd/Cpd0cd_errors.h,libcpd0cd,RLZ0REALIZATION_source_has_quantity_value,11.3,2312
Macro,CPD_4GPopulate_coll_design_does_not_exist_error,cpd0cd/Cpd0cd_errors.h,libcpd0cd,No replacement,11.6,2312
ITK function,DMI_ask_dataset_ref,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_ask_image_markups,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_ask_mapping_types_count,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_ask_markup_types2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_ask_tempmarkup_type2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_create_markup2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_delete_image,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_delete_image_named_ref,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_delete_markup,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_delete_markup_named_ref,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_delete_thumbnail_named_ref,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_fetch_image_file2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_fetch_image_markup_files2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_fetch_markup_file2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_fetch_thumbnail_file2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_init_module,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_merge_image_markup_files,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_registerOpenHandler,dmi/dmi_handler.h,libdmi,No replacement,13.2,2312
ITK function,DMI_revise_image2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_revise_markup2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_revise_thumbnail2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_store_image_file2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_store_markup_file2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_store_thumbnail_file2,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_update_markup,dmi/dmi.h,libdmi,No replacement,13.2,2312
ITK function,DMI_verify_image,dmi/dmi.h,libdmi,No replacement,13.2,2312
Macro,EMH_TCMICROSERVICESUTILS_error_base,common/emh_const.h,gtest_4g_realize_assemblies,EMH_MICROSERVICES_error_base,13.1,2312
ITK function,EPM_set_secure_task_decision2,epm/epm.h,libepm,EPM_set_secure_task_decision3,12.2,2312
ITK function,EPM_set_task_decision2,epm/epm.h,libepm,EPM_set_task_decision3,12.2,2312
Macro,FND0EDITCONTEXT_objects_locked_by_different_change_space,Fnd0editcontext/Fnd0editcontext_errors.h,libFnd0editcontext,No replacement,11.2.3,2312
ITK function,ITEM_rev_add_participant,tccore/item.h,libtccore,PARTICIPANT_add_participant,11.6,2312
ITK function,ITEM_rev_ask_participants,tccore/item.h,libtccore,PARTICIPANT_ask_participants,11.6,2312
ITK function,ITEM_rev_remove_participant,tccore/item.h,libtccore,PARTICIPANT_remove_participant,11.6,2312
ITK function,ITEM_rev_set_participants,tccore/item.h,libtccore,PARTICIPANT_set_participants,11.6,2312
ITK function,PARTITION_find_all_history_sync_changes,ptn0partition/partition.h,libptn0partition,No replacement,11.2.3,2312
ITK function,PROPDESC_register_bulk_loader,property/BulkPropertyContextData.hxx,libproperty,PROPDESC_register_bulk_loader2,11.3,2312
Macro,PS_error_ceiling,ps/ps_errors.h,libps,No replacement,13.2,2312
Macro,PS_massupdate_impacted_object_active_in_other_changeitems,ps/ps_errors.h,libps,No replacement,12.3,2312
Macro,PS_no_add_privilege_for_collaborative_bvr,ps/ps_errors.h,libps,PS_no_add_privilege_for_collaborative_parent,12.3,2312
Macro,PS_no_remove_privilege_for_collaborative_bvr,ps/ps_errors.h,libps,PS_no_remove_privilege_for_collaborative_parent,12.3,2312
Macro,PS_revocc_auto_revise_blocked_by_existing_working_revision,ps/ps_errors.h,libps,PS_revocc_revise_blocked_by_existing_working_revision,12.4,2312
Macro,PS_saveas_not_supported_for_product_collaborative_bvr,ps/ps_errors.h,libps,No replacement,13.3,2312
Macro,PTN0PARTITION_partition_has_no_content,ptn0partition/Ptn0Partition_errors.h,libptn0partition,PTN0PARTITION_object_to_expand_is_invalid_with_changed_configuration,12.1,2312
Class,PreferenceScope,tc/PreferenceScope.hxx,libtc,No replacement,10.0,2312
Macro,QRY_autonomy_aci_bad_parameter,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_bad_value,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_cannot_connect,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_file_not_found,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_memory_error,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_not_multiple,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_tag_not_found,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_aci_unknown_error,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_api_call_failed,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_api_failed,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_autonomy_lib_failed,qry/qry_errors.h,libqry,No replacement,13.2,2312
Macro,QRY_fts_import_error,qry/qry_errors.h,libqry,No replacement,13.2,2312
